City,lantitude,longitude,Venue,Venue Category
Baltimore,39.3,-76.6105,Charles Restaurant & Carry Out,American Restaurant
Baltimore,39.3,-76.6105,FreshFit Restaurant at DAC,American Restaurant
Baltimore,39.3,-76.6105,Tabor Ethiopian Restaurant,Ethiopian Restaurant
Baltimore,39.3,-76.6105,Sip & Bite Restaurant,Diner
Baltimore,39.3,-76.6105,Jimmy's Restaurant & Carry-Out,Diner
Baltimore,39.3,-76.6105,The Manor Restaurant & Ultra Lounge,Gay Bar
Baltimore,39.3,-76.6105,Restaurante El Salvador,Latin American Restaurant
Baltimore,39.3,-76.6105,17 Light Restaurant & Lounge,American Restaurant
Baltimore,39.3,-76.6105,Silver Moon II Restaurant,American Restaurant
Baltimore,39.3,-76.6105,Jay's Restaurant Group,American Restaurant
Baltimore,39.3,-76.6105,Cangialosi's Italian Restaurant,Food
Baltimore,39.3,-76.6105,Uncle Lee's Harbor Restaurant,Chinese Restaurant
Baltimore,39.3,-76.6105,Tell Tale Restaurant,American Restaurant
Baltimore,39.3,-76.6105,Royal Restaurant,Food
Baltimore,39.3,-76.6105,Kumari Restaurant,Indian Restaurant
Baltimore,39.3,-76.6105,Tabor Ethiopian Restaurant,Ethiopian Restaurant
Baltimore,39.3,-76.6105,Da Mimmo Italian Restaurant,Italian Restaurant
Baltimore,39.3,-76.6105,Gordon's Betta Taste Restaurant,Caribbean Restaurant
Baltimore,39.3,-76.6105,Yemen & Gulf Restaurant,Middle Eastern Restaurant
Baltimore,39.3,-76.6105,Sabatino's Italian Restaurant,Italian Restaurant
Baltimore,39.3,-76.6105,Gordon's Restaurant,Caribbean Restaurant
Baltimore,39.3,-76.6105,Lighthouse Restaurant and Pub,Food
Baltimore,39.3,-76.6105,17 Light Restaurant,American Restaurant
Baltimore,39.3,-76.6105,Pj's Restaurant On Wheels,Food Truck
Baltimore,39.3,-76.6105,Hopkins Bar & Grill Restaurant,Restaurant
Baltimore,39.3,-76.6105,The Helmand,Afghan Restaurant
Baltimore,39.3,-76.6105,"Sweet 27 Restaurant, Cafe, and Bakery",Dessert Shop
Baltimore,39.3,-76.6105,Boston's Restaurant & Sports Bar,Pizza Place
Baltimore,39.3,-76.6105,Silver Moon Restaurant & Carry Out,American Restaurant
Baltimore,39.3,-76.6105,Tela Mares Restaurant,Latin American Restaurant
Baltimore,39.3,-76.6105,Keystone Korner Jazz Venue & Restaurant,Restaurant
Baltimore,39.3,-76.6105,aldaar restaurant مطعم الدار,Yemeni Restaurant
Baltimore,39.3,-76.6105,Velleggia's Italian Seafood Restaurant,Food
Milwaukee,43.0633,-87.9667,No. 1 Chinese Restaurant,Chinese Restaurant
Milwaukee,43.0633,-87.9667,Ted's Ice Cream & Restaurant,Diner
Milwaukee,43.0633,-87.9667,Silver City Barbeque and Fish Restaurant,Food
Milwaukee,43.0633,-87.9667,Flava Restaurant,American Restaurant
Milwaukee,43.0633,-87.9667,Hortons Family Restaurant,Food
Milwaukee,43.0633,-87.9667,Chinatown Restaurant,Chinese Restaurant
Milwaukee,43.0633,-87.9667,Restaurant Depot,Miscellaneous Shop
Milwaukee,43.0633,-87.9667,Scene One Restaurant & Lounge,Restaurant
Milwaukee,43.0633,-87.9667,Woody's Restaurant,Food
Milwaukee,43.0633,-87.9667,Spice Island Restaurant,Food
Milwaukee,43.0633,-87.9667,Dinersland Chinese Restaurant,Chinese Restaurant
Milwaukee,43.0633,-87.9667,Jimmy's Restaurant,Diner
Milwaukee,43.0633,-87.9667,Great Taste Chinese Restaurant,Chinese Restaurant
Milwaukee,43.0633,-87.9667,Bartolotta Restaurant Group,American Restaurant
Milwaukee,43.0633,-87.9667,Sir Desmonds Family Restaurant,Food
Milwaukee,43.0633,-87.9667,27th St Restaurant,Fried Chicken Joint
Milwaukee,43.0633,-87.9667,Two Fish Five Loaves Restaurant,Southern / Soul Food Restaurant
Milwaukee,43.0633,-87.9667,Nanakusa Japenese Restaurant,Dim Sum Restaurant
Milwaukee,43.0633,-87.9667,Manna House Restaurant,Southern / Soul Food Restaurant
Milwaukee,43.0633,-87.9667,Murphy's Restaurant Operations,Food
Milwaukee,43.0633,-87.9667,Quiote,Mexican Restaurant
Milwaukee,43.0633,-87.9667,China Town Kitchen,Chinese Restaurant
Albuquerque,35.1056,-106.6474,Restaurant Antiquity,Restaurant
Albuquerque,35.1056,-106.6474,La Hacienda Restaurant,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Luz Restaurant,Food
Albuquerque,35.1056,-106.6474,Weekdays Restaurant and Anytime Catering,American Restaurant
Albuquerque,35.1056,-106.6474,Cipotes Restaurant,Restaurant
Albuquerque,35.1056,-106.6474,Weck's,Breakfast Spot
Albuquerque,35.1056,-106.6474,National Restaurant Supply,Business Service
Albuquerque,35.1056,-106.6474,Jade Garden Restaurant,Chinese Restaurant
Albuquerque,35.1056,-106.6474,High Noon Restaurant and Saloon,American Restaurant
Albuquerque,35.1056,-106.6474,Country Pride Restaurant,American Restaurant
Albuquerque,35.1056,-106.6474,Lam's Chinese Restaurant,Chinese Restaurant
Albuquerque,35.1056,-106.6474,Capo's Italian Restaurant,Italian Restaurant
Albuquerque,35.1056,-106.6474,The Original La Hacienda Restaurant,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Tonys Pizza and Restaurant,Pizza Place
Albuquerque,35.1056,-106.6474,Tastebuds Restaurant,Food
Albuquerque,35.1056,-106.6474,Las Mananitas Restaurant,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Anatolia Turkish & Mediterranean Restaurant,Mediterranean Restaurant
Albuquerque,35.1056,-106.6474,Standard Restaurant Supply,Department Store
Albuquerque,35.1056,-106.6474,FoodTopia Restaurant,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Teriyaki Kitchen Co Restaurant,Food
Albuquerque,35.1056,-106.6474,Wrangler's Restaurant,Food
Albuquerque,35.1056,-106.6474,Zohra Restaurant,Middle Eastern Restaurant
Albuquerque,35.1056,-106.6474,Richard's Mexican Restaurant,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Standard Restaurant Supply,Food & Drink Shop
Albuquerque,35.1056,-106.6474,Casa Grande Restaurant,Food
Albuquerque,35.1056,-106.6474,Los Compadres Restaurant,Restaurant
Albuquerque,35.1056,-106.6474,Shark Reef Restaurant At The Aquarium,American Restaurant
Albuquerque,35.1056,-106.6474,San Esteban Restaurant,Food
Albuquerque,35.1056,-106.6474,J and R Restaurant Equipment,Food
Albuquerque,35.1056,-106.6474,Garduño's at Old Town,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Level 5,Restaurant
Albuquerque,35.1056,-106.6474,Anatolia Turkish & Mediterranean Grill,Turkish Restaurant
Albuquerque,35.1056,-106.6474,The Melting Pot,Fondue Restaurant
Albuquerque,35.1056,-106.6474,Tucanos,American Restaurant
Albuquerque,35.1056,-106.6474,Shark Reef Cafe,Café
Albuquerque,35.1056,-106.6474,Monica's El Portal,Mexican Restaurant
Albuquerque,35.1056,-106.6474,Jbs Family Restaurants,Food
Albuquerque,35.1056,-106.6474,Cecilia's Cafe,Mexican Restaurant
Fresno,36.7836,-119.7934,Bobby Salazar's Restaurant & Cantina,Mexican Restaurant
Fresno,36.7836,-119.7934,Acapulco Mexican Restaurant,Mexican Restaurant
Fresno,36.7836,-119.7934,Smugglers Restaurant,American Restaurant
Fresno,36.7836,-119.7934,Toledo's Mexican Restaurant on Shaw/Fresno,Mexican Restaurant
Fresno,36.7836,-119.7934,BJ's Restaurant & Brewhouse,American Restaurant
Fresno,36.7836,-119.7934,Ming Restaurant,Asian Restaurant
Fresno,36.7836,-119.7934,yem kabob restaurant,Halal Restaurant
Fresno,36.7836,-119.7934,Golden Chinese Restaurant,Chinese Restaurant
Fresno,36.7836,-119.7934,Cuca's Mexican Restaurant,Mexican Restaurant
Fresno,36.7836,-119.7934,Hong Kong Restaurant,Food
Fresno,36.7836,-119.7934,Kaya Restaurant,Korean Restaurant
Fresno,36.7836,-119.7934,Aurora Restaurant Equipment,Food
Fresno,36.7836,-119.7934,Don Jose Mexican Restaurant,Mexican Restaurant
Fresno,36.7836,-119.7934,Alla's Armenian Restaurant & Deli,Mediterranean Restaurant
Fresno,36.7836,-119.7934,Mediterranean Restaurant,Mediterranean Restaurant
Fresno,36.7836,-119.7934,Fasika Ethiopian Restaurant,African Restaurant
Fresno,36.7836,-119.7934,Four Points by Sheraton,Hotel
Fresno,36.7836,-119.7934,Pho 75 #2 Oriental Restaurant,Soup Place
Fresno,36.7836,-119.7934,Thai Phuket Restaurant,Thai Restaurant
Fresno,36.7836,-119.7934,Lorena's Restaurant,Mexican Restaurant
Fresno,36.7836,-119.7934,Jims Chinese Restaurant,Chinese Restaurant
Fresno,36.7836,-119.7934,Jim Restaurant,Chinese Restaurant
Fresno,36.7836,-119.7934,Ac Thai Restaurant,Food
Fresno,36.7836,-119.7934,hong kong chinese restaurant,Chinese Restaurant
Fresno,36.7836,-119.7934,Leilani Restaurant,Food
Fresno,36.7836,-119.7934,Galaxy Restaurant and Lounge,Food
Fresno,36.7836,-119.7934,Rodriguez Restaurant,Food
Fresno,36.7836,-119.7934,Paradise Restaurant,Vietnamese Restaurant
Fresno,36.7836,-119.7934,Amigos Restaurant and Cantina,Mexican Restaurant
Fresno,36.7836,-119.7934,Bamboo Chopsticks Chinese Restaurant,Asian Restaurant
Fresno,36.7836,-119.7934,Cafe Leon Mexican Food,Mexican Restaurant
Fresno,36.7836,-119.7934,Echo Restaurant,Food
Fresno,36.7836,-119.7934,Thaiphoon Restaurant,Thai Restaurant
Fresno,36.7836,-119.7934,Ajs Restaurant,Indonesian Restaurant
Fresno,36.7836,-119.7934,Pangea Restaurant,Food
Fresno,36.7836,-119.7934,Pho88 Oriental Restaurant,Chinese Restaurant
Fresno,36.7836,-119.7934,Chan's Chinese Restaurant,Chinese Restaurant
Fresno,36.7836,-119.7934,Angela's Italian Restaurant,Restaurant
Fresno,36.7836,-119.7934,Palomino's Restaurant,Cocktail Bar
Fresno,36.7836,-119.7934,Dicicco's Italian Restaurant,Restaurant
Fresno,36.7836,-119.7934,Thai Girl Restaurant,Food
Fresno,36.7836,-119.7934,Moy's,Chinese Restaurant
Fresno,36.7836,-119.7934,Ole Frijole,Mexican Restaurant
Fresno,36.7836,-119.7934,Yen Ching,Asian Restaurant
Mesa,33.4019,-111.7174,Serranos Mexican Restaurant,Mexican Restaurant
Mesa,33.4019,-111.7174,Sunland Village Restaurant,American Restaurant
Mesa,33.4019,-111.7174,Perkins Restaurant and Bakery,Bakery
Mesa,33.4019,-111.7174,Hunts Hide Away Restaurant,Food
Mesa,33.4019,-111.7174,Tao Yuan Chinese Restaurant,Asian Restaurant
Mesa,33.4019,-111.7174,John's Villa Restaurant,American Restaurant
Mesa,33.4019,-111.7174,Dobson Ranch Golf club restaurant,American Restaurant
Mesa,33.4019,-111.7174,Zur Kate,German Restaurant
Mesa,33.4019,-111.7174,Bavarian Point,German Restaurant
Mesa,33.4019,-111.7174,Dairy Queen,Ice Cream Shop
Mesa,33.4019,-111.7174,jb's restaurant,Restaurant
Mesa,33.4019,-111.7174,Sakura Japanese Restaurant,Japanese Restaurant
Mesa,33.4019,-111.7174,Olive Garden,Italian Restaurant
Mesa,33.4019,-111.7174,Ohana Hawaiian Barbeque and Chinese Restaurant,BBQ Joint
Mesa,33.4019,-111.7174,Fu Sheng,Chinese Restaurant
Mesa,33.4019,-111.7174,Tao Yuan Chinese Cuisine,Chinese Restaurant
Mesa,33.4019,-111.7174,Yen Chin,Chinese Restaurant
Mesa,33.4019,-111.7174,Jb's,American Restaurant
Sacramento,38.5666,-121.4686,Golden Dragon Chinese Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,The Porch Restaurant & Bar,American Restaurant
Sacramento,38.5666,-121.4686,Foundation Restaurant & Bar,American Restaurant
Sacramento,38.5666,-121.4686,Lucca Restaurant & Bar,Mediterranean Restaurant
Sacramento,38.5666,-121.4686,Vallejo's Restaurant,Mexican Restaurant
Sacramento,38.5666,-121.4686,A&W Restaurant,Fast Food Restaurant
Sacramento,38.5666,-121.4686,Andiamo Restaurant and Bar,Italian Restaurant
Sacramento,38.5666,-121.4686,Paragary Restaurant Group,Office
Sacramento,38.5666,-121.4686,Flower’s Fish Market & Restaurant,Fish & Chips Shop
Sacramento,38.5666,-121.4686,East Bay Restaurant Supply Inc,Kitchen Supply Store
Sacramento,38.5666,-121.4686,Louie's Restaurant & Catering,Chinese Restaurant
Sacramento,38.5666,-121.4686,Yaffee Inc. Restaurant Hotel Supply and Equipment,Kitchen Supply Store
Sacramento,38.5666,-121.4686,Chan's Chinese Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,MARRS (Midtown Art Retail Restaurant Scene),Outdoor Event Space
Sacramento,38.5666,-121.4686,Restaurant Los Jarochos,Seafood Restaurant
Sacramento,38.5666,-121.4686,Restaurant Depot,Kitchen Supply Store
Sacramento,38.5666,-121.4686,Thai Basil Restaurant,Thai Restaurant
Sacramento,38.5666,-121.4686,Wings Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,Siam Restaurant,Food
Sacramento,38.5666,-121.4686,First Choice Chinese Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,Mezcal Mexican Restaurant,Mexican Restaurant
Sacramento,38.5666,-121.4686,Sakura Bana Japanese Restaurant,Japanese Restaurant
Sacramento,38.5666,-121.4686,Queen Sheba Ethopian Restaurant,Ethiopian Restaurant
Sacramento,38.5666,-121.4686,New Station Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,City Treasure Restaurant,Food
Sacramento,38.5666,-121.4686,Celestin's Restaurant and Voodou,Caribbean Restaurant
Sacramento,38.5666,-121.4686,Andy Nguyen's Vegetarian Restaurant,Vietnamese Restaurant
Sacramento,38.5666,-121.4686,Golden Garden Restaurant,Food
Sacramento,38.5666,-121.4686,Panda House Chinese Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,Three Sisters Mexican Restaurant,Mexican Restaurant
Sacramento,38.5666,-121.4686,Aji Dori Restaurant,Japanese Restaurant
Sacramento,38.5666,-121.4686,Orchid Thai Restaurant & Bar,Thai Restaurant
Sacramento,38.5666,-121.4686,Aura Korean & Japanese Restaurant,Korean Restaurant
Sacramento,38.5666,-121.4686,Mana II Japanese Restaurant - All You Can Eat,Japanese Restaurant
Sacramento,38.5666,-121.4686,Virga's Restaurant Bar and Catering,Food
Sacramento,38.5666,-121.4686,Gaylord India Restaurant,Indian Restaurant
Sacramento,38.5666,-121.4686,Jamaican Restaurant,Food
Sacramento,38.5666,-121.4686,Morgan's Restaurant,American Restaurant
Sacramento,38.5666,-121.4686,El Amigo Restaurant,Mexican Restaurant
Sacramento,38.5666,-121.4686,New Fortune House Seafood Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,Biba,Italian Restaurant
Sacramento,38.5666,-121.4686,Cilantro's Mexican Restaurant,Mexican Restaurant
Sacramento,38.5666,-121.4686,Casa Garden Restaurant,American Restaurant
Sacramento,38.5666,-121.4686,Español Restaurant,Italian Restaurant
Sacramento,38.5666,-121.4686,Ricci's Restaurant,Food
Sacramento,38.5666,-121.4686,Gaesorn Thai Restaurant,Thai Restaurant
Sacramento,38.5666,-121.4686,Lu-Shan Chinese Buffet and Restaurant,Chinese Restaurant
Sacramento,38.5666,-121.4686,Thai Spice,Thai Restaurant
Sacramento,38.5666,-121.4686,Cornerstone Cafe & Bar,Breakfast Spot
Sacramento,38.5666,-121.4686,Three Monkeys Restaurant,Food
Atlanta,33.7629,-84.4227,IKEA Restaurant,Scandinavian Restaurant
Atlanta,33.7629,-84.4227,"Sun Dial Restaurant, Bar & View",Hotel Bar
Atlanta,33.7629,-84.4227,Restaurant 10,Restaurant
Atlanta,33.7629,-84.4227,Terraces Restaurant,American Restaurant
Atlanta,33.7629,-84.4227,Blue Seas Restaurant,American Restaurant
Atlanta,33.7629,-84.4227,Sanabella Restaurant and Lounge,Food
Atlanta,33.7629,-84.4227,Paschal's Restaurant,Southern / Soul Food Restaurant
Atlanta,33.7629,-84.4227,Q-Time Restaurant,Southern / Soul Food Restaurant
Atlanta,33.7629,-84.4227,Wagaya Japanese Restaurant,Japanese Restaurant
Atlanta,33.7629,-84.4227,Mangoes Caribbean Restaurant,Caribbean Restaurant
Atlanta,33.7629,-84.4227,Mr. V's Restaurant Equipment,Miscellaneous Shop
Atlanta,33.7629,-84.4227,Tastee Restaurant,Food
Atlanta,33.7629,-84.4227,Prime Meridian Restaurant,American Restaurant
Atlanta,33.7629,-84.4227,Ivory Restaurant,Restaurant
Atlanta,33.7629,-84.4227,UNITY RESTAURANT (SOULFOOD),Breakfast Spot
Atlanta,33.7629,-84.4227,Truva Mediterranean Restaurant,Mediterranean Restaurant
Atlanta,33.7629,-84.4227,Caribbean Legacy Restaurant: Guyanese Style,Caribbean Restaurant
Atlanta,33.7629,-84.4227,Inclusive Restaurant,Restaurant
Atlanta,33.7629,-84.4227,William Vick Restaurant Equipment,Restaurant
Atlanta,33.7629,-84.4227,Miller Union,American Restaurant
Atlanta,33.7629,-84.4227,Ichiban Restaurant,Food
Atlanta,33.7629,-84.4227,Soule Restaurant Bar and Grill,Food
Atlanta,33.7629,-84.4227,Copper Blue Restaurant,Lounge
Atlanta,33.7629,-84.4227,Vera and Gino Restaurant,Food
Atlanta,33.7629,-84.4227,Oriental Express Restaurant,Asian Restaurant
Atlanta,33.7629,-84.4227,Jamaica Jamaica Authentic Caribbean Restaurant,Food
Atlanta,33.7629,-84.4227,The Original Jamaican Restaurant,Restaurant
Atlanta,33.7629,-84.4227,K-Take Out Restaurant,Food
Atlanta,33.7629,-84.4227,Wing Nut Restaurant,Food
Atlanta,33.7629,-84.4227,Aura Restaurant,American Restaurant
Atlanta,33.7629,-84.4227,Cooperblue Restaurant and Lounge,Restaurant
Atlanta,33.7629,-84.4227,Vibe Restaurant,American Restaurant
Atlanta,33.7629,-84.4227,Dania's Restaurant and Lounge,Restaurant
Atlanta,33.7629,-84.4227,Eggroll Corner,Chinese Restaurant
Atlanta,33.7629,-84.4227,STATS Brewpub,Sports Bar
Atlanta,33.7629,-84.4227,Social Restaurant & Wine Bar,Wine Bar
Atlanta,33.7629,-84.4227,Tringali's Restaurant,Food
Atlanta,33.7629,-84.4227,Unity Restaurant,Food
Atlanta,33.7629,-84.4227,Mr Wang's Chinese Restaurant,Chinese Restaurant
Atlanta,33.7629,-84.4227,jamrock Caribbean Restaurant,Caribbean Restaurant
Atlanta,33.7629,-84.4227,Charlie and Barney's Bar & Restaurant,American Restaurant
Atlanta,33.7629,-84.4227,Taj Nicole Restaurant,Food
Atlanta,33.7629,-84.4227,55th & Park Restaurant and Lounge,American Restaurant
Atlanta,33.7629,-84.4227,Dailey's restaurant Bar,Bar
Atlanta,33.7629,-84.4227,Martha's Mexican Restaurant,Mexican Restaurant
Atlanta,33.7629,-84.4227,Venue Restaurant & Tapas Bar,Tapas Restaurant
Atlanta,33.7629,-84.4227,Las Colinas Mexican Restaurant,Mexican Restaurant
Atlanta,33.7629,-84.4227,Taste Of Tropical,Caribbean Restaurant
Atlanta,33.7629,-84.4227,Georgia Tech Hotel Restaurant,American Restaurant
Kansas City,39.1251,-94.551,Chappell's Restaurant & Sports Museum,Sports Bar
Kansas City,39.1251,-94.551,Hien Vuong Restaurant,Vietnamese Restaurant
Kansas City,39.1251,-94.551,Kellan Restaurant Management,Office
Kansas City,39.1251,-94.551,Towfiq Restaurant,African Restaurant
Kansas City,39.1251,-94.551,El Loco Burrito Mexican Restaurant,Mexican Restaurant
Kansas City,39.1251,-94.551,Spirits Restaurant and Lounge,American Restaurant
Kansas City,39.1251,-94.551,Index Restaurant Supply,Warehouse Store
Kansas City,39.1251,-94.551,Sone ze Ya,Burmese Restaurant
Kansas City,39.1251,-94.551,Lucky Dragon Chinese,Chinese Restaurant
Kansas City,39.1251,-94.551,Spices,Thai Restaurant
Kansas City,39.1251,-94.551,Bo Lings,Chinese Restaurant
Kansas City,39.1251,-94.551,Delisies Italian Reatraunt,Italian Restaurant
Kansas City,39.1251,-94.551,Steam Bowl,Chinese Restaurant
Kansas City,39.1251,-94.551,Pho KC,Vietnamese Restaurant
Colorado Springs,38.8673,-104.7607,Rocco's Italian Restaurant,Italian Restaurant
Colorado Springs,38.8673,-104.7607,Jade Dragon Chinese Restaurant.,Restaurant
Colorado Springs,38.8673,-104.7607,"El Palenque Mexican Restaurant, Colorado Springs",Mexican Restaurant
Colorado Springs,38.8673,-104.7607,United Restaurant Supply Inc,Market
Colorado Springs,38.8673,-104.7607,Restaurant Bar El Campesino,Mexican Restaurant
Colorado Springs,38.8673,-104.7607,"Restaurant Equipment Service, Inc",Office
Colorado Springs,38.8673,-104.7607,Las Cazuelas Mexican Restaurant,Mexican Restaurant
Colorado Springs,38.8673,-104.7607,Saigon Wings Restaurant,Restaurant
Colorado Springs,38.8673,-104.7607,A&W Restaurant,Fast Food Restaurant
Colorado Springs,38.8673,-104.7607,Musashi,Japanese Restaurant
Colorado Springs,38.8673,-104.7607,Han Korean Restaurant,Korean Restaurant
Colorado Springs,38.8673,-104.7607,Little Nepal: Indian Restaurant & Bar,Indian Restaurant
Colorado Springs,38.8673,-104.7607,Tam Nak Thai Restaurant,Food
Colorado Springs,38.8673,-104.7607,Bhan Thai,Thai Restaurant
Colorado Springs,38.8673,-104.7607,Black Eyed Pea,American Restaurant
Colorado Springs,38.8673,-104.7607,Olive Garden,Italian Restaurant
Colorado Springs,38.8673,-104.7607,3 Margaritas,Mexican Restaurant
Colorado Springs,38.8673,-104.7607,Perkins,American Restaurant
Colorado Springs,38.8673,-104.7607,Conway's Red Top Offices,Building
Colorado Springs,38.8673,-104.7607,Village Inn,Breakfast Spot
Omaha,41.2644,-96.0451,Big Red Restaurant & Sports Bar,Sports Bar
Omaha,41.2644,-96.0451,Vietnamese Asian Restaurant,Vietnamese Restaurant
Omaha,41.2644,-96.0451,El Basha's Restaurant,Mediterranean Restaurant
Omaha,41.2644,-96.0451,Mongolian Grill Restaurant,Food
Omaha,41.2644,-96.0451,Sholiz African Restaurant,African Restaurant
Omaha,41.2644,-96.0451,Sinbad's Restaurant And Bakery مطعم و مخابز السندباد,Middle Eastern Restaurant
Omaha,41.2644,-96.0451,Heartwood Restaurant & Lounge,American Restaurant
Omaha,41.2644,-96.0451,Olive Garden,Italian Restaurant
Omaha,41.2644,-96.0451,Sakura Bana,Sushi Restaurant
Omaha,41.2644,-96.0451,Backstreet Restaurant,Food
Omaha,41.2644,-96.0451,Indigo Joe's,Sports Bar
Omaha,41.2644,-96.0451,Marriott Lounge,Hotel Bar
Omaha,41.2644,-96.0451,Happy Family,Asian Restaurant
Omaha,41.2644,-96.0451,grand fortune chinese,Chinese Restaurant
Omaha,41.2644,-96.0451,Plaza Grille Lounge,American Restaurant
Raleigh,35.8306,-78.6418,Roma's Pizzeria & Italian Restaurant,Italian Restaurant
Raleigh,35.8306,-78.6418,Red Dragon Chinese Restaurant,Chinese Restaurant
Raleigh,35.8306,-78.6418,Mia Francesca Trattoria,Italian Restaurant
Raleigh,35.8306,-78.6418,Jumbo China Restaurant,Chinese Restaurant
Raleigh,35.8306,-78.6418,41Hundred,American Restaurant
Raleigh,35.8306,-78.6418,Piola,Pizza Place
Raleigh,35.8306,-78.6418,Midtown Grille,American Restaurant
Raleigh,35.8306,-78.6418,La Rancherita Mexican Restaurant,Mexican Restaurant
Raleigh,35.8306,-78.6418,Lofton's Restaurant At Hilton,American Restaurant
Raleigh,35.8306,-78.6418,Shaba Shabu,Sushi Restaurant
Raleigh,35.8306,-78.6418,Club 54 and Restaurant,Mexican Restaurant
Raleigh,35.8306,-78.6418,Griffins Restaurant,Food
Raleigh,35.8306,-78.6418,High Park Bar & Grill,Bar
Raleigh,35.8306,-78.6418,Thai House,Thai Restaurant
Raleigh,35.8306,-78.6418,Hako Sushi,Sushi Restaurant
Raleigh,35.8306,-78.6418,El Rodeo,Mexican Restaurant
Raleigh,35.8306,-78.6418,Pharaoh's,Burger Joint
Raleigh,35.8306,-78.6418,Circus Family Restaurant,Hot Dog Joint
Raleigh,35.8306,-78.6418,Brio Tuscan Grille,Italian Restaurant
Raleigh,35.8306,-78.6418,Bryant Restaurants,Food
Raleigh,35.8306,-78.6418,Bojangles' Famous Chicken 'n Biscuits,Fast Food Restaurant
Raleigh,35.8306,-78.6418,The Point at Glenwood,American Restaurant
Raleigh,35.8306,-78.6418,Bojangles' Famous Chicken 'n Biscuits,Fast Food Restaurant
Raleigh,35.8306,-78.6418,Far East Market,Asian Restaurant
Raleigh,35.8306,-78.6418,Bryant Restaurants,Food
Miami,25.7752,-80.2086,Yambo Restaurant,Latin American Restaurant
Miami,25.7752,-80.2086,Camila's Restaurant,Brazilian Restaurant
Miami,25.7752,-80.2086,Moon Restaurant,American Restaurant
Miami,25.7752,-80.2086,"Balans Restaurant & Bar, Brickell",Bar
Miami,25.7752,-80.2086,Cabanas Restaurant Salvadoreño,Latin American Restaurant
Miami,25.7752,-80.2086,La Paisana Restaurant,Latin American Restaurant
Miami,25.7752,-80.2086,Black and White Restaurant,Food
Miami,25.7752,-80.2086,Two Guys' Restaurant,Restaurant
Miami,25.7752,-80.2086,Vero restaurant,Italian Restaurant
Miami,25.7752,-80.2086,Da Tang Zhen Wei Restaurant,Asian Restaurant
Miami,25.7752,-80.2086,Caribe Cafe Restaurant,Cuban Restaurant
Miami,25.7752,-80.2086,Los Catrachos Restaurant,Fast Food Restaurant
Miami,25.7752,-80.2086,Congas Nightclub & Restaurant,Nightclub
Miami,25.7752,-80.2086,Balans Restaurant & Bar,Restaurant
Miami,25.7752,-80.2086,Sergio’s Restaurant,Cuban Restaurant
Miami,25.7752,-80.2086,Restaurant In El Charrito,Food
Miami,25.7752,-80.2086,Il Italiano Restaurant,Italian Restaurant
Miami,25.7752,-80.2086,Primos Restaurant/Lounge,Italian Restaurant
Miami,25.7752,-80.2086,Atrio Restaurant & Wine Room,American Restaurant
Miami,25.7752,-80.2086,Caña Restaurant and Lounge,Cuban Restaurant
Miami,25.7752,-80.2086,Morgan's Restaurant,Breakfast Spot
Miami,25.7752,-80.2086,marker88 restaurant,Seafood Restaurant
Miami,25.7752,-80.2086,Milly's Restaurant and Cafe,Latin American Restaurant
Miami,25.7752,-80.2086,Lolita Restaurant,Mexican Restaurant
Miami,25.7752,-80.2086,Chong's Chinese Restaurant,Chinese Restaurant
Miami,25.7752,-80.2086,Direange Restaurant,Mexican Restaurant
Miami,25.7752,-80.2086,Sabor Nica Restaurant,Mexican Restaurant
Miami,25.7752,-80.2086,Santa Rosa Restaurant,Mexican Restaurant
Miami,25.7752,-80.2086,Laguna Seafood Restaurant,Seafood Restaurant
Miami,25.7752,-80.2086,Bolivian Restaurant Las Americas,South American Restaurant
Miami,25.7752,-80.2086,China Lee Restaurant,Asian Restaurant
Miami,25.7752,-80.2086,Chongs Chinese Seafood Restaurant,Chinese Restaurant
Miami,25.7752,-80.2086,El Palenque Restaurant  & Night Club,Mexican Restaurant
Miami,25.7752,-80.2086,KOMODO Restaurant,Asian Restaurant
Miami,25.7752,-80.2086,Las Brumas Restaurant,Food
Miami,25.7752,-80.2086,Sanpocho Restaurant,South American Restaurant
Miami,25.7752,-80.2086,Calabazos Restaurant,Food
Miami,25.7752,-80.2086,Top Hat Cafe Restaurant,Food
Miami,25.7752,-80.2086,Don Gloton Restaurant,Venezuelan Restaurant
Miami,25.7752,-80.2086,Tuyo Restaurant,New American Restaurant
Miami,25.7752,-80.2086,Guardabarranco Restaurant,Mexican Restaurant
Miami,25.7752,-80.2086,Gol Taco Restaurant,Food
Miami,25.7752,-80.2086,Caciques Corner restaurant,Food Court
